id,type,title,auth1,auth_gender,year
journal-article-10.2307_27564394,book-review,,Marla Brettschneider,female,2008
journal-article-10.2307_27564395,book-review,,Alanna E. Cooper,female,2008
journal-article-10.2307_27564264,book-review,Purity Studies in Judaism: An Emerging Subfield?,Charlotte Elisheva Fonrobert,female,2007
journal-article-10.2307_27564265,book-review,,Shaye J. D. Cohen,male,2007
journal-article-10.2307_27564273,book-review,,Hava Tirosh-Samuelson,female,2007
journal-article-10.2307_27564279,book-review,,Nadia Malinovich,female,2007
journal-article-10.2307_27564292,research-article,Plato in Rabbi Shimeon bar Yohai's Cave (B. Shabbat 33B-34A): The Talmudic Inversion of Plato's Politics of Philosophy,Charlotte Elisheva Fonrobert,female,2007
journal-article-10.2307_27564296,book-review,,Pamela Barmash,female,2007
journal-article-10.2307_27564308,book-review,,Rachel Rojanski,female,2007
journal-article-10.2307_27564320,book-review,,Judith W. Page,female,2007
journal-article-10.2307_4131637,research-article,"Apostasy, Fraud, and the Beginnings of Hebrew Printing in Cracow",Magda Teter,female,2006
journal-article-10.2307_4131638,research-article,Rethinking Karaism: Between Judaism and Islam,Meira Polliack,female,2006
journal-article-10.2307_4131639,research-article,Conceptualizing Diaspora: Tales of Jewish Travelers in Search of the Lost Tribes,Alanna E. Cooper,female,2006
journal-article-10.2307_4131645,book-review,,Sheila E. Jelen,female,2006
journal-article-10.2307_4131655,book-review,,Harriet Hartman,female,2006
journal-article-10.2307_4131664,research-article,"Mediating Judaism: Mind, Body, Spirit, and Contemporary North American Jewish Fiction",Sara R. Horowitz,female,2006
journal-article-10.2307_4131665,research-article,A Dignitary in the Land? Literary Representations of the American Rabbi,Wendy Zierler,female,2006
journal-article-10.2307_4131667,research-article,"Reading for the Plot? Philip Roth's ""The Plot against America""",Naomi Sokoloff,female,2006
journal-article-10.2307_4131669,research-article,Beyond the Verse: Midrash Aggadah as Interpretation of Biblical Narrative,Devora Steinmetz,female,2006
journal-article-10.2307_4131670,research-article,The Book of Ben Sira in Rabbinic Literature,Jenny R. Labendz,female,2006
journal-article-10.2307_4131679,book-review,,Dvora Weisberg,female,2006
journal-article-10.2307_4131681,book-review,,Nancy Levene,female,2006
journal-article-10.2307_4131685,book-review,,Judith Baumel,female,2006
journal-article-10.2307_4131688,book-review,,Gila Flam,female,2006
journal-article-10.2307_4131691,book-review,,Hagit Lavsky,female,2006
journal-article-10.2307_4131732,research-article,At the Nexus of History and Memory: The Ten Lost Tribes,Pamela Barmash,female,2005
journal-article-10.2307_4131733,research-article,"
           The Legend of Ger Ẓedek of Wilno as Polemic and Reassurance 
        ",Magda Teter,female,2005
journal-article-10.2307_4131742,book-review,,Marina Greatrex,female,2005
journal-article-10.2307_4131747,book-review,,Anne Oravetz,female,2005
journal-article-10.2307_4131755,book-review,,Deborah Dash Moore,female,2005
journal-article-10.2307_4131762,book-review,,Julie E. Cooper,female,2005
journal-article-10.2307_4131763,book-review,,Diana Turk,female,2005
journal-article-10.2307_4131809,research-article,"""Yiddish Literature for the Masses""? A Reconsideration of Who Read What in Jewish Eastern Europe",Alyssa Quint,female,2005
journal-article-10.2307_4131811,research-article,The Mawza 'Exile at the Juncture of Zaydi and Ottoman Messianism,Jane Hathaway,female,2005
journal-article-10.2307_4131822,book-review,,Elisheva Carlebach,female,2005
journal-article-10.2307_4131827,book-review,,Julie R. Klein,female,2005
journal-article-10.2307_4131835,book-review,,Dianne Ashton,female,2005
journal-article-10.2307_4131838,book-review,,Eli Lederhendler,female,2005
journal-article-10.2307_4131508,research-article,The Bible and Israeli Identity,Anita Shapira,female,2004
journal-article-10.2307_4131510,research-article,Israeli Drama and the Bible: Kings on the Stage,Glenda Abramson,female,2004
journal-article-10.2307_4131511,research-article,"""A People That Dwells Alone""? Toward Subversion of the Fathers' Tongue in Israeli Women's Fiction",Yael S. Feldman,female,2004
journal-article-10.2307_4131514,research-article,The Figure of Moses in Modern Hebrew Poetry,Malka Shaked,female,2004
journal-article-10.2307_4131515,research-article,"Jew, Zionist, Hebrew, or Israeli? Transformations in the Identity of Jacob in the Novels of Benjamin Tammuz and Meir Shalev",Chaya Shacham,female,2004
journal-article-10.2307_4131523,research-article,"The Artist as a Mother and the Birth of Terrible Beauty in the Post-Holocaust World: Ruth Almog's ""The Inner Lake""",Rachel Feldhay Brenner,female,2004
journal-article-10.2307_4131526,research-article,"Kabbalistic Physiology: Isaac the Blind, Nahmanides, and Moses de Leon on Menstruation",Sharon Faye Koren,female,2004
journal-article-10.2307_4131537,book-review,,Harriet Pass Freidenreich,female,2004
journal-article-10.2307_4131541,book-review,,Tamar Rapoport,female,2004
journal-article-10.2307_4131542,book-review,,Susan Sered,female,2004
journal-article-10.2307_4131550,book-review,,Rachel Manekin,female,2004
journal-article-10.2307_4131551,book-review,,Alicia Ostriker,female,2004
journal-article-10.2307_4131608,research-article,"The Maskil, the Convert, and the 'Agunah: Joseph Perl as a Historian of Jewish Divorce Law",Nancy Sinkoff,female,2003
journal-article-10.2307_4131609,book-review,"You Can Take the Historian out of the Pale, but Can You Take the Pale out of the Historian?: New Trends in the Study of Russian Jewry",Olga Litvak,female,2003
journal-article-10.2307_4131627,book-review,,Olga Litvak,female,2003
journal-article-10.2307_4131628,book-review,,Edna Nahshon,female,2003
journal-article-10.2307_4131630,book-review,,Marianne Sanua,female,2003
journal-article-10.2307_4131631,book-review,,Ruth Langer,female,2003
journal-article-10.2307_4131633,book-review,,Rela Mintz Geffen,female,2003
journal-article-10.2307_4131769,research-article,No Way out: Brenner and the War,Glenda Abramson,female,2003
journal-article-10.2307_4131791,book-review,,Miriam Bodian,female,2003
journal-article-10.2307_4131800,book-review,,Ruti Kadish,female,2003
journal-article-10.2307_4131801,book-review,,Ira Katznelson,male,2003
journal-article-10.2307_4131802,book-review,,Maxine S. Seller,female,2003
journal-article-10.2307_4131558,book-review,,Lisbeth S. Fried,female,2002
journal-article-10.2307_4131559,book-review,,Adele Berlin,female,2002
journal-article-10.2307_4131570,book-review,,Elisheva Carlebach,female,2002
journal-article-10.2307_4131573,book-review,,Tamar Rudavsky,female,2002
journal-article-10.2307_4131574,book-review,,Judith R. Baskin,female,2002
journal-article-10.2307_4131577,book-review,,Shulamit Magnus,female,2002
journal-article-10.2307_4131578,book-review,,Olga Litvak,female,2002
journal-article-10.2307_4131587,book-review,,Rachel Feldhay Brenner,female,2002
journal-article-10.2307_4131588,book-review,,Leah Zazulyer,female,2002
journal-article-10.2307_4131589,book-review,,Linda Raphael,female,2002
journal-article-10.2307_4131703,book-review,,Pamela Barmash,female,2002
journal-article-10.2307_4131707,book-review,,Elizabeth Shanks Alexander,female,2002
journal-article-10.2307_4131710,book-review,,Debra Reed Blank,female,2002
journal-article-10.2307_4131711,book-review,,Rochelle Millen,female,2002
journal-article-10.2307_4131712,book-review,,Carole B. Balin,female,2002
journal-article-10.2307_4131714,book-review,,Judith M. Lewin,female,2002
journal-article-10.2307_4131716,book-review,,Diane Wolfthal,female,2002
journal-article-10.2307_4131717,book-review,,Miriam Fleer,female,2002
journal-article-10.2307_4131722,book-review,,Frances Malino,female,2002
journal-article-10.2307_4131724,book-review,,Dana Evan Kaplan,female,2002
journal-article-10.2307_4131726,book-review,,Deborah Dash Moore,female,2002
journal-article-10.2307_4131727,book-review,,Jeanne Henry,female,2002
journal-article-10.2307_1566655,book-review,,Esther Fuchs,female,2000
journal-article-10.2307_1566656,book-review,,Charlotte Fonrobert,female,2000
journal-article-10.2307_1566665,book-review,,Heidi M. Ravven,female,2000
journal-article-10.2307_1566674,book-review,,Nancy E. Berg,female,2000
journal-article-10.2307_1486522,book-review,Fools for Love of the Republic?,Vicki Caron,female,1999
journal-article-10.2307_1486526,book-review,,Ruth Langer,female,1999
journal-article-10.2307_1486534,book-review,,Pamela S. Nadell,female,1999
journal-article-10.2307_1486536,book-review,,Laurence D. Loeb,female,1999
journal-article-10.2307_1486761,book-review,,Nili S. Fox,female,1999
journal-article-10.2307_1486767,book-review,,Rivka B. Kern Ulmer,female,1999
journal-article-10.2307_1486769,book-review,,Susan Einbinder,female,1999
journal-article-10.2307_1486776,book-review,,Vera B. Moreen,female,1999
journal-article-10.2307_1486778,book-review,,Myrna Goldenberg,female,1999
journal-article-10.2307_1486782,book-review,,Donna Robinson Divine,female,1999
journal-article-10.2307_1486783,book-review,,Debra Reed Blank,female,1999
journal-article-10.2307_1486739,book-review,,Adele Reinhartz,female,1998
journal-article-10.2307_1486743,book-review,,Judith R. Baskin,female,1998
journal-article-10.2307_1486745,book-review,,Nancy Henry,female,1998
journal-article-10.2307_1486904,research-article,Must the Patriarch Know 'Uqtzin? The Nasi as Scholar in Babylonian Aggada,Devora Steinmetz,female,1998
journal-article-10.2307_1486910,book-review,,Martha Himmelfarb,female,1998
journal-article-10.2307_1486913,book-review,,Reena Zeidman,female,1998
journal-article-10.2307_1486915,book-review,,Judith R. Baskin,female,1998
journal-article-10.2307_1486916,book-review,,Anna Foa,female,1998
journal-article-10.2307_1486917,book-review,,Renée Levine Melammed,female,1998
journal-article-10.2307_1486920,book-review,,Dorothy Mermin,female,1998
journal-article-10.2307_1486921,book-review,,Judith Deutsch Kornblatt,female,1998
journal-article-10.2307_1486922,book-review,,Joëlle Bahloul,female,1998
journal-article-10.2307_1486926,book-review,,Vicki Caron,female,1998
journal-article-10.2307_1486931,book-review,,Esther Fuchs,female,1998
journal-article-10.2307_1486932,book-review,,Irene Tucker,female,1998
journal-article-10.2307_1486933,book-review,,Esther Fuchs,female,1998
journal-article-10.2307_1486934,book-review,,Sara R. Horowitz,female,1998
journal-article-10.2307_1486549,research-article,Biblical Hebrews and the Rhetoric of Republicanism: Seventeenth-Century Portuguese Jews on the Jewish Community,Miriam Bodian,female,1997
journal-article-10.2307_1486552,book-review,,Eileen Schuller,female,1997
journal-article-10.2307_1486554,book-review,,Vera B. Moreen,female,1997
journal-article-10.2307_1486560,book-review,,Marsha L. Rozenblit,female,1997
journal-article-10.2307_1486561,book-review,,Ellen M. Umansky,female,1997
journal-article-10.2307_1486874,book-review,,Adele Reinhartz,female,1997
journal-article-10.2307_1486885,book-review,,Nancy Henry,female,1997
journal-article-10.2307_1486886,book-review,,Deborah Dash Moore,female,1997
journal-article-10.2307_1486654,research-article,Between Metaphysical and Liberal Pluralism: A Reappraisal of Rabbi A. I. Kook's Espousal of Toleration,Tamar Ross,female,1996
journal-article-10.2307_1486661,book-review,,Susan F. Mathews,female,1996
journal-article-10.2307_1486665,book-review,,Martha Himmelfarb,female,1996
journal-article-10.2307_1486671,book-review,,Barbara Hurwitz Grant,female,1996
journal-article-10.2307_1486674,book-review,,Anne K. Krook,female,1996
journal-article-10.2307_1486678,book-review,,Anita Norich,female,1996
journal-article-10.2307_1486681,book-review,,Vicki Caron,female,1996
journal-article-10.2307_1486690,book-review,,Rochelle L. Millen,female,1996
journal-article-10.2307_1486691,book-review,,Donna Robinson Divine,female,1996
journal-article-10.2307_1486704,book-review,,Anne K. Krook,female,1996
journal-article-10.2307_1486708,book-review,,Hanan Eshel,female,1996
journal-article-10.2307_1486709,book-review,,Brigitte (Rivak) Kern Ulmer,female,1996
journal-article-10.2307_1486713,book-review,,Ira Robinson,male,1996
journal-article-10.2307_1486719,book-review,,Frances Malino,female,1996
journal-article-10.2307_1486723,book-review,,Pamela S. Nadell,female,1996
journal-article-10.2307_1486483,book-review,,Adele Berlin,female,1995
journal-article-10.2307_1486486,book-review,,Shaye J. D. Cohen,male,1995
journal-article-10.2307_1486501,book-review,,Renée Levine Melammed,female,1995
journal-article-10.2307_1486505,book-review,,Susannah Heschel,female,1995
journal-article-10.2307_1486508,book-review,,Rachel Simon,female,1995
journal-article-10.2307_1486509,book-review,,Rachel Simon,female,1995
journal-article-10.2307_1486510,book-review,,Sara Reguer,female,1995
journal-article-10.2307_1486822,research-article,"Between Identity and Anonymity: Art and History in Aharon Megged's ""Foiglman""",Rachel Feldhay Brenner,female,1995
journal-article-10.2307_1486830,book-review,,Martha Himmelfarb,female,1995
journal-article-10.2307_1486834,book-review,,Idit Dobbs-Weinstein,female,1995
journal-article-10.2307_1486839,book-review,,Judith R. Baskin,female,1995
journal-article-10.2307_1486859,book-review,,Donna Robinson Divine,female,1995
journal-article-10.2307_1486600,research-article,"From Separation to Displacement: The Problem of Women in ""Sefer Hasidim""",Judith R. Baskin,female,1994
journal-article-10.2307_1486611,book-review,,Vicki Caron,female,1994
journal-article-10.2307_1486612,book-review,,Susan Gilson Miller,female,1994
journal-article-10.2307_1486634,book-review,,Renée Levine Melammed,female,1994
journal-article-10.2307_1486638,book-review,,Ira Robinson,male,1994
journal-article-10.2307_1486641,book-review,,Christa Schäfer-Lichtenberger,female,1994
journal-article-10.2307_1486575,book-review,Andalusian Types of Ambiguity,Tova Rosen,female,1993
journal-article-10.2307_1486577,book-review,,Dana M. Pike,female,1993
journal-article-10.2307_1486586,book-review,,Tamar M. Rudavsky,female,1993
journal-article-10.2307_1486591,book-review,,Donna Robinson Divine,female,1993
journal-article-10.2307_1486944,research-article,A Kabbalistic Perspective on Gender-Specific Commandments: On the Interplay of Symbols and Society,Talya Fishman,female,1992
journal-article-10.2307_1486950,book-review,,Naomi G. Cohen,female,1992
journal-article-10.2307_1486960,book-review,,Joanna Weinberg,female,1992
journal-article-10.2307_1486963,book-review,,Marsha L. Rozenblit,female,1992
journal-article-10.2307_1487014,research-article,"Against the Tide: ""The American Hebrew Yearbook,"" 1930-1949",Eli Lederhendler,male,1992
journal-article-10.2307_1487021,book-review,,Ira Robinson,male,1992
journal-article-10.2307_1487022,book-review,,Rachel Simon,female,1992
journal-article-10.2307_1487023,book-review,,Paula E. Hyman,female,1992
journal-article-10.2307_1486987,research-article,"""Who Shall Say Who Belongs?"": Jews between City and State in Prussian Cologne, 1815-1828",Shulamit S. Magnus,female,1991
journal-article-10.2307_1486989,research-article,The Politics of Interpretation: Tel Hai in Israel's Collective Memory,Yael Zerubavel,female,1991
journal-article-10.2307_1486990,book-review,Continuity and Revision in the Study of Kabbalah,Hava Tirosh-Rothschild,female,1991
journal-article-10.2307_1487000,book-review,,Judith R. Baskin,female,1991
journal-article-10.2307_1486429,research-article,The Struggle over Religious Reform in Nineteenth-Century Vienna,Marsha L. Rozenblit,female,1989
journal-article-10.2307_1486431,book-review,,Eve Adler,female,1989
journal-article-10.2307_1486234,research-article,"""A Word for My Blood:"" A Reading of Kadya Molodowsky's ""Froyen-Lider"" (Vilna, 1927)",Kathryn Hellerstein,female,1988
journal-article-10.2307_1486235,research-article,"Warding off Chaos: Repetition and Obsession in the Poetry of Glatshteyn, Halpern, and Manger",Janet Hadda,female,1988
journal-article-10.2307_1486239,research-article,"Reinventing Bruno Schulz: Cynthia Ozick's ""The Messiah of Stockholm"" and David Grossman's ""See Under: Love""",Naomi Sokoloff,female,1988
journal-article-10.2307_1486382,research-article,"Deconstructing the Biblical Sources in Israeli Theater: ""Yisurei Iyov"" by Hanoch Levin",Yael S. Feldman,female,1987
journal-article-10.2307_1486394,research-article,The Religion of Traditional Ashkenazic Women: Some Methodological Issues,Chava Weissler,female,1987
journal-article-10.2307_1486247,research-article,The Love Poetry of Yehuda Amichai,Glenda Abramson,female,1986
journal-article-10.2307_1486252,book-review,,Marsha L. Rozenblit,female,1986
journal-article-10.2307_1486271,research-article,The Origins of the Matrilineal Principle in Rabbinic Law,Shaye J. D. Cohen,male,1985
journal-article-10.2307_1486275,book-review,,Shaye J. D. Cohen,male,1985
journal-article-10.2307_1486324,book-review,,Shira Wolosky,female,1984
journal-article-10.2307_1486328,book-review,,Renée Levine,female,1984
journal-article-10.2307_1486438,research-article,R. Moses the Preacher and the Testaments of the Twelve Patriarchs,Martha Himmelfarb,female,1984
journal-article-10.2307_1486440,research-article,"Metaphor and Metonymy in Agnon's ""A Guest for the Night""",Naomi B. Sokoloff,female,1984
journal-article-10.2307_1486406,research-article,Alexander the Great and Jaddus the High Priest According to Josephus,Shaye J. D. Cohen,male,1982
journal-article-10.2307_1486408,research-article,Ironic Characterization in the Works of S. Y. Agnon,Esther Fuchs,female,1982
journal-article-10.2307_1486411,research-article,The Story as a Hermeneutic Device,Ofra Meir,female,1982
journal-article-10.2307_1486416,research-article,Sefirot as the Essence of God in the Writings of David Messer Leon,Hava Tirosh-Rothschild,female,1982
journal-article-10.2307_1486374,research-article,Bilingualism and Poetic Modernism: The Yiddish Sources of the Hebrew Imagism of Gabriel Preil,Yael Sagiv-Feldman,female,1981
journal-article-10.2307_1486348,research-article,"A Kurdish Jewish Variant of the Ballad of ""The Bridge of Arta""",Donna Shai,female,1976
journal-article-10.2307_41310656,book-review,,Gwynn Kessler,female,2011
journal-article-10.2307_40982807,book-review,,Calum Carmichael,male,2010
journal-article-10.2307_4131530,book-review,,Tal Ilan,female,2004
journal-article-10.2307_4131591,book-review,,Yona Shapira,female,2002
journal-article-10.2307_1486864,research-article,"The Quest for the Historical Beruriah, Rachel, and Imma Shalom",Tal Ilan,male,1997
